city,latitude,longitude,weather,temperature,humidity,pressure,wind_speed
tiznit,29.698624,-9.7312815,Clear,65.84,65,1019,1.39
hokitika,-42.7178871,170.9646469,Clouds,59.86,71,1018,4.63
waingapu,-9.652179,120.2636908,Clouds,78.71,83,1011,9.4
toamasina,-18.1553985,49.4098352,Clouds,69.28,86,1016,4.68
nacozari,25.3365825,-108.2573251,Clouds,84.06,54,1013,9.51
concepcion del oro,24.6137055,-101.4187874,Clear,72.72,36,1015,6.89
alofi,-19.0534159,-169.919199,Clouds,81.1,65,1014,16.11
kuche,41.7116961,82.9583247,Clouds,44.62,35,1012,1.39
suntar,62.157455,117.646332,Clouds,6.89,98,1011,2.24
te anau,-45.41449,167.717489,Rain,62.22,58,1018,3.27
kalmunai,7.4131557,81.8269327,Rain,76.03,92,1008,8.99
ketchikan,55.3430696,-131.6466819,Clear,36.07,25,1023,0.0
peniche,39.3566221,-9.3812853,Clouds,61.36,97,1016,6.87
tautira,-27.145219,-109.430579,Clouds,72.36,64,1023,16.11
anadyr,64.7316875,177.5060925,Snow,21.07,93,994,13.42
grenaa,56.4134419,10.8793137,Clouds,54.21,89,1002,18.43
cordoba,-31.4173391,-64.183319,Clear,79.92,23,987,18.41
oktyabrskiy,55.6086034,37.9743705,Clouds,42.82,93,1015,6.71
los llanos de aridane,28.6592222,-17.9151945,Clouds,64.13,78,1020,5.75
vardo,70.3308174,30.961751972265887,Clouds,38.08,81,1010,17.27
kitakata,37.6508057,139.8749387,Clouds,45.86,86,1027,2.04
kisangani,0.5184021,25.2057292,Rain,68.36,96,1012,1.99
butembo,0.1249694,29.2919545,Clouds,56.37,97,1015,2.89
nishihara,26.227791,127.76054,Clouds,76.69,79,1019,13.8
copiapo,-27.3664685,-70.3322753,Clouds,56.89,44,1013,6.24
tongliao,43.6165326,122.2601837,Clear,38.59,34,1017,8.77
tezu,27.9254195,96.1647135,Clear,62.89,59,1017,4.03
mandera,3.9384208,41.8573239,Clouds,84.96,49,1010,7.7
aguada de pasajeros,22.3836513,-80.848849,Rain,78.64,71,1012,11.61
galveston,29.299328,-94.7945882,Clear,78.48,84,1022,12.66
arlit,18.739079,7.393331,Clear,73.74,17,1015,9.26
sovetskiy,61.362099,63.57354,Clouds,23.49,97,1011,3.67
olkhovatka,48.2402552,38.4030646,Clouds,38.23,87,1024,3.31
luorong,24.406095,109.597266,Clouds,68.11,75,1017,1.01
qostanay,53.2146604,63.632607,Clear,23.07,93,1021,4.47
naron,43.5010981,-8.1923091,Clouds,57.34,87,1012,16.35
faya,17.9209323,19.0953202,Clear,74.19,22,1014,16.71
erenhot,43.6407813,111.943519,Clouds,39.24,41,1019,7.54
raton,36.8979234,-104.4354816,Clear,65.12,37,1018,29.93
coos bay,43.3678937,-124.2174647,Clouds,48.97,85,1004,9.22
kapit,2.0139027,112.9356766,Clouds,73.0,100,1011,1.57
juneau,58.3019496,-134.419734,Clouds,30.2,43,1025,0.0
husavik,66.0433168,-17.3410402,Clouds,39.83,96,989,18.95
samusu,-13.9974088,-171.4288872,Rain,79.7,83,1013,18.5
mitsamiouli,-11.3888547,43.2930126,Clouds,77.36,82,1013,12.06
san jose,37.3361663,-121.890591,Clouds,52.65,78,1002,12.66
paamiut,61.994618,-49.6659478,Clouds,14.74,58,994,9.4
lumberton,34.6183433,-79.0083993,Clear,65.89,30,1027,12.66
fallon,47.5075937,6.4807726,Clouds,60.03,90,1014,12.06
dharmadam,11.76961095,75.45072604504058,Clouds,75.25,82,1009,5.53
la peca,-5.6122226,-78.4373718,Clouds,87.21,41,1007,6.71
greenville,34.851354,-82.3984882,Clear,69.84,30,1027,13.8
salalah,17.0174945,54.1010923,Clouds,77.07,78,1015,3.44
gouyave,12.1665178,-61.7297144,Rain,79.57,89,1010,8.05
jha jha,33.8854005,72.6241948,Clouds,60.46,66,1016,3.06
resistencia,-27.4511235,-58.9865196,Clouds,79.05,37,1012,6.22
ahmadpur,18.7061242,76.9377313,Clear,65.03,57,1014,4.05
veraval,20.9101099,70.365279,Clear,75.29,54,1013,10.96
la palma,28.6552318,-17.85732234254766,Clouds,58.59,78,1020,5.75
shingu,33.7241003,135.9930029,Clear,52.11,73,1026,5.53
chuy,-33.6937948,-53.4561114,Clear,60.04,79,1022,7.87
port moresby,-9.4743301,147.1599504,Clouds,79.39,78,1011,6.93
tunggol,7.0803373,124.7510841,Clouds,74.41,96,1010,1.14
shelburne,44.3783486,-73.2276183,Clear,38.52,56,1038,1.01
kaeo,-35.1017438,173.7751075,Clouds,70.45,91,1011,4.09
salamiyah,35.011746,37.0546349,Clouds,61.7,61,1014,3.71
sept-iles,50.2109579,-66.3790642,Clouds,37.96,54,1021,15.01
fevralsk,52.45705,130.852829,Snow,26.89,96,1004,10.31
san ignacio,17.1527588,-89.0761718,Rain,77.72,91,1013,2.35
sur,33.2721211,35.1964023,Clear,64.11,72,1014,2.39
houlton,46.1251286,-67.8407944,Clear,38.97,45,1028,12.66
falam,22.9139433,93.6790091,Clouds,51.51,94,1016,1.92
hofn,64.2532647,-15.2080441,Clouds,43.3,77,982,16.98
vestmanna,62.156,-7.166,Clouds,47.44,93,981,6.91
sakakah,29.9784008,40.2047701,Clear,63.82,37,1014,4.16
fukue,34.5263537,133.8031965,Clear,55.63,63,1027,4.07
havre,48.5536972,-109.677802,Clouds,7.14,78,1026,8.05
padang,-0.9247587,100.3632561,Clouds,76.42,87,1010,3.06
basco,40.3278229,-91.2001437,Clouds,59.45,41,1028,10.78
chupa,66.2711664,33.0547149,Clouds,34.05,89,1005,8.34
mahibadhoo,3.7572355,72.9689431887705,Clouds,79.36,80,1010,16.49
labytnangi,66.6615094,66.3810869,Snow,18.28,96,1010,4.85
vigia,-0.8546027,-48.1432873,Rain,74.66,91,1013,2.24
forestville,48.739437,-69.088211,Clear,36.75,52,1030,19.71
maksi,23.2586954,76.1467445,Clouds,72.12,44,1013,2.37
boguchany,58.382816,97.461578,Clouds,13.69,99,1024,3.09
stulpicani,47.4585147,25.7650455,Clouds,47.19,91,1024,4.38
lunavada,23.1291709,73.6109564,Clear,72.54,42,1013,3.33
chumikan,54.7171986,135.3172842,Clouds,22.66,87,1004,6.4
inuvik,68.3602632,-133.720386,Clouds,19.02,90,1008,3.65
yulara,-25.2410108,130.9869405,Clear,76.26,44,1009,4.63
ilo,-17.6458772,-71.3452005,Clouds,65.08,79,1015,3.24
matara,5.947822,80.5482919,Rain,76.89,86,1008,1.9
fasa,28.9366395,53.6510677,Clouds,59.68,53,1016,2.48
genhe,51.3346874,121.8112468,Clouds,11.48,84,1017,6.08
quang ngai,15.1190037,108.8095598,Clouds,73.13,89,1013,6.4
ust-omchug,61.133163,149.632477,Clouds,-15.29,100,1008,1.63
oistins,13.0631947,-59.542242,Clouds,82.96,78,1010,19.57
tornio,65.8457589,24.1464,Clouds,24.85,93,1006,7.72
ban phaeo,13.5892431,100.1059766,Clouds,71.74,78,1011,5.75
mahajanga,-15.7181492,46.3172577,Clouds,77.02,94,1013,4.61
catalina,32.482131,-110.90019740489195,Clear,79.34,15,1014,1.01
umred,23.8441191,77.132585,Clouds,72.39,42,1014,6.53
arraial do cabo,-22.9662839,-42.024427,Rain,69.69,88,1017,5.75
ondorhaan,47.3256114,110.6649133,Clouds,25.74,77,1021,1.28
fairbanks,64.837845,-147.716675,Clouds,24.3,88,1015,0.0
vila franca do campo,37.7171624,-25.4335352,Clouds,64.2,83,1020,6.13
san cristobal,7.7756663,-72.2214154,Clouds,73.27,91,1012,1.23
gimli,50.6323125,-96.9881076,Clouds,37.99,73,1020,15.28
sinnamary,5.3770561,-52.9571586,Clouds,77.54,87,1012,5.59
katsiveli,44.3972312,33.9724039,Clouds,48.85,79,1022,0.54
columbus,39.9622601,-83.0007065,Clouds,56.43,41,1033,10.36
tessalit,20.2019542,1.0124531,Clear,74.05,14,1017,9.86
cabedelo,-6.97324,-34.8351609,Clouds,79.48,78,1014,9.13
neiba,18.4853505,-71.4199246,Clear,82.08,72,1010,6.91
boa vista,2.8208478,-60.6719582,Rain,80.58,78,1010,4.61
poya,-21.3463283,165.1590583,Clouds,74.3,89,1010,10.18
karwar,14.8120931,74.1319229,Clouds,76.06,60,1010,5.73
tabory,53.89094,19.52927,Clouds,48.78,87,1014,10.69
oakdale,44.985624,-92.9645794,Clouds,47.07,67,1024,12.66
hamilton,43.2560802,-79.8728583,Clear,43.21,68,1040,3.0
jiayuguan,39.7722294,98.2885388,Clear,37.83,35,1015,6.89
bandarbeyla,9.4952646,50.8127815,Clouds,78.76,81,1012,6.22
uaua,-9.8384079,-39.4793914,Clouds,76.55,71,1014,11.95
hay river,60.8155874,-115.7866099,Clear,6.64,83,1030,13.87
broome,-17.9566909,122.2240181,Clouds,78.69,73,1010,9.22
novomykolayivka,48.5339274,32.2619003,Clouds,42.15,72,1024,3.67
kawalu,-1.9593,123.8495,Clouds,83.3,69,1010,4.05
bagdarin,54.443378,113.590469,Clouds,13.3,71,1022,3.83
dunedin,-45.8740984,170.5035755,Clouds,63.81,63,1015,7.0
panaba,12.1372516,-16.0390539,Clouds,78.96,50,1013,4.54
harper,41.3624875,-92.0510088,Clouds,58.03,52,1027,12.62
zaragoza,41.6521342,-0.8809428,Clouds,60.96,63,1015,3.44
khani,56.914032,119.954155,Clouds,10.74,92,1017,6.87
san policarpo,12.1805518,125.5074292,Clouds,81.25,84,1010,7.85
bayan,46.3172426,127.3588535,Clouds,33.35,86,1014,10.56
velyka bahachka,49.7852778,33.7213889,Clouds,39.85,80,1024,4.0
tulum,20.169626800000003,-87.44979005748027,Clear,81.55,68,1013,9.8
areni,39.7272242,45.1883125,Clouds,44.26,67,1019,2.21
upata,8.0073377,-62.3977917,Clouds,78.15,93,1010,3.09
tual,-5.6389933,132.7429249,Clouds,82.78,78,1010,8.37
bhuj,23.2472446,69.668339,Clear,73.87,68,1013,6.44
altamira,-3.204065,-52.209961,Clouds,78.31,79,1011,5.59
plettenberg bay,-34.052778,23.369444,Clouds,59.09,79,1013,6.13
bongandanga,1.5048009,21.074106,Rain,71.53,97,1011,0.67
general pico,-35.6591085,-63.7576103,Clouds,85.95,18,1009,15.41
kuching,1.5574127,110.3439862,Fog,75.38,100,1010,2.3
tomatlan,19.031158,-97.0097358,Clear,69.57,65,1018,4.9
smoky lake,54.113056,-112.473611,Clouds,4.93,78,1033,8.05
kenora,49.766215,-94.4893528,Mist,35.65,93,1020,11.5
kibala,-10.7325439,14.9805493,Clouds,62.69,99,1015,3.13
teguldet,57.306404,88.167168,Clouds,21.94,98,1022,2.93
makakilo city,21.3469444,-158.0858333,Clouds,80.11,62,1020,13.8
bud,50.8285252,-4.5469361,Clouds,52.66,90,995,1.01
nagato,34.3708941,131.1821587,Clear,48.15,67,1026,4.12
charlestown,43.2387,-72.424622,Clear,41.7,47,1035,3.44
high level,58.516667,-117.133333,Smoke,1.53,85,1028,9.22
sarh,9.1406471,18.3937969,Clouds,81.05,35,1009,3.44
celestun,20.8604208,-90.3994361,Clouds,81.7,58,1014,16.98
flin flon,54.769801,-101.878967,Snow,9.91,79,1024,5.75
cockburn harbour,21.498342,-71.5296449,Clear,80.58,74,1009,14.94
ndele,4.9710145,6.741275,Clouds,77.36,90,1012,4.52
havre-saint-pierre,50.2463647,-63.6003951,Clouds,39.51,52,1016,12.66
datong,40.0919817,113.2951122,Clouds,43.3,72,1021,2.98
carros,43.7846,7.18785,Clouds,59.25,76,1020,10.36
zeya,53.7403584,127.2716246,Clouds,19.51,87,1006,7.81
morgan city,29.6993748,-91.20677,Clear,84.94,53,1021,9.04
sulangan,11.1374233,123.7223318,Clouds,82.47,80,1010,10.54
tamandare,-8.7500009,-35.1045787,Clear,77.25,81,1015,6.93
pauini,-7.7122214,-66.9998441,Clouds,89.28,41,1006,3.4
